conversationId,messageID,text
1998,12982,@191205 is one movie I think is funny every time I watch it
1999,12993,Or @88141
1999,13001,"@Die Hard wasn't bad, I guess"
1999,13003,@161313 is good.
2003,13035,Or @203424
2004,13050,Or @190285
2004,13054,@82476 sounds good.
2016,13067,@115908
2016,13079,@202175  is another really good ROm Com
2016,13081,or @100030
2020,13094,@88676  with Halle Berry is one of my favs
2020,13095,@182709 is always a classic thriller
2020,13101,"@168467 is another murder mystery, if you like suspense @141620 is another good movie. Have a great day"
2022,13110,@91547 is always a great kids movie. Or one that has gotten rave reviews is @175121
2023,13121,@101153  is one of their favs
2023,13122,@160772
2023,13125,@108897 is a classic movie my daughter is in love with that movie.
2023,13129,"@142791 is similar to that movie, but it's not all animated. but it is a family friendly movie with Adam Sandler"
2026,13145,or @178984
2026,13148,or @76067
2029,13169,or @79968
2029,13171,or @181683
2029,13174,or @171598
2031,13191,@159885 is always a classic movie with superheroes.
2032,13209,@159885  can be a good one
2041,13285,@82567
2041,13291,@182498
2041,13293,@80446
2042,13307,@150451
2042,13308,@122172
2042,13309,@140066 and @204331 are some of my favorite movies. I saw both those movies and loved them both.
2042,13310,@175203
2042,13312,yessss @140066
2054,13383,"@147260 is a cute rom com with Drew Barrymore and Justin Long, which was really great."
2056,13399,@186139 is one of my favorite movies. I love Colin Firth so @166729 is one of my favorite movies as well.
2057,13408,@121726 is a great action movie with Denzel Washington
2057,13412,"@154857 is about hostages stuck on a bus that if it goes below a certain mph then the bud will blow up. The second movie I mentions is with Hilary Swank about being a boxer, and the third movie is about boxing as well with Mark Wahlberg and Amy adams"
2061,13429,or @175121
2066,13487,Or @199451
2066,13506,@116418 was a cute one
2068,13519,@127196 is really popular as well.
2082,13622,@tangled and @frozen are her favs
2082,13624,@188780  and @107018
2083,13650,@146771 is a fantastic movie and I highly suggest it!
2087,13676,@182731 i was going to say that one
2090,13707,@131244
2090,13709,@150451
2090,13713,@115908
2092,13804,@114560 might interest you...
2096,13822,@zootopia because it is in animal world and super funny
2096,13823,@81792
2097,13846,@156698
2097,13849,@135571 ?
2099,13862,@156698 is one
2099,13866,@184206 is one more &quot;chick&quot; movie
2099,13871,@184206
2099,13872,@184206 ?
2107,13931,@184951  was the first one I watched alone lol
2107,13940,@99244  was great! All of them
2107,13942,@115463  was great!
2108,13983,Sorry to get your hopes up. LOL
2131,14186,@178984
2131,14188,@182498
2131,14191,@184418  was sooo good
2131,14193,"@182498  is awesome, its about an ordinary guy who has to survive prison"
2132,14209,@82567
2132,14213,@122278
2132,14215,@151299
2132,14217,@170376
2133,14236,or @79968
2145,14265,Or @129037
2145,14270,@155969 is great as well
2146,14283,@112069 is another really good one.
2146,14287,@119144 was very entertaining as well it got me very excitied!
2148,14310,Or @169419
2149,14324,Or @178502
2150,14333,Or @193523
2150,14337,@123548 is an awesome movie
2150,14339,Or @126048
2151,14354,@124402
2152,14364,@162882 which is one of the greats.
2152,14366,@175096
2153,14377,Or @195979
2153,14385,@140122
2154,14399,@174719
2155,14405,@182781 is a classic
2155,14407,@79062 is another one
2155,14409,@85036
2156,14421,Or @154844
2156,14423,@133249 is my personal favorite
2156,14429,@182731
2161,14481,@184418 is a very thrilling one
2161,14483,@94056 is an outmost classic
2161,14487,@157190 is sci fi
2161,14495,@137985 i havent seen but hear a lot of good feed back
2163,14524,@119326
2165,14540,@115908
2166,14572,Or @161831
2169,14614,@182709 is a great movie.
2169,14616,Or @203424
2172,14649,@77455 all time classic and a must see
2172,14652,@111540 was AWESOME!!!
2172,14655,@193257
2173,14670,@193833 is a classic
2173,14673,@160038 is of the same caliber
2173,14675,@137424 is new &quot;blood&quot;
2173,14677,@Call Me by Your Name is an other one worth mentioning
2176,14700,@81865 have you seen this one?
2177,14716,@97219
2177,14720,@84798
2177,14721,@175096 a classic.
2177,14724,@84798 was good. The other not so much.
2177,14725,@98672
2177,14730,@120084 one of my favourites.
2177,14735,@187205 for another classic.
2179,14750,@193460
2179,14765,or @80918
2179,14770,@93860 is a movie where this group goes on vacation and finds an area that was occupied by an ancient tribe.
2179,14774,@80918 is about a group of friends that decide to spend their vacation in a cave. It gets pretty creepy.
2180,14795,@90253 is also a good one. I like the characters that Adam Sandler plays.
2180,14798,@181301 is about an aire to an estate that has to go back to school in order to take over a company.
2180,14802,@90253 is pretty funny.
2182,14828,@94864 is really good; much better than the remake
2183,14824,Or @95495
2183,14834,@84273
2183,14837,@122172 is also good
2189,14903,@198772  is not what I like and definately no horror
2189,14906,or @146205
2194,14966,@199038
2198,15024,@190037 was enjoyable. I haven't seen @140476 yet but I've heard good things about it.
2198,15044,@Faster sounds interesting!
2199,15056,@186828
2199,15059,@76519 was one i liked.
2199,15076,@89668 was ok I enjoyed the book a lot more.
2200,15077,@93083
2205,15129,or @146205
2210,15197,@148904 is one of my favorites!
2213,15242,@99244
2213,15248,@187028  was cool too
2213,15275,@184951  was a good one
2215,15286,or @146205
2215,15312,@127525  is it with Arnold ?
2219,15352,@199831 have u seen?
2219,15354,@169487  very very craazy film hahaha
2219,15381,@192035
2221,15398,@158702 was another really interesting one.
2221,15403,@178927 is another great one
2224,15418,@84798  is soo good
2224,15422,@178711 is another great one have you seen it?
2224,15432,@201259 is also a good one!
2226,15455,@78340 was good. What about @136632 ?
2227,15456,@177160  is a movie i am looking forward to
2228,15479,@151350  don't like it that much but it's cool
2230,15510,@132506 looks scary
2230,15511,"@196399 made my skin crawl, you should try it.  Very creepy images"
2230,15523,"@108094 , I think it's actually a prequel"
2232,15525,@115702 has a similar tongue in cheek humor to it.
2234,15538,@111918 is one of my favorites
2237,15574,@108801 and @90750 are great as well
2238,15598,@78644 with queen latifah and jimmy fallon is my favorite movie of all time pretty much
2239,15654,@175744 is still by the same team but it's pretty much the exact same story.
2242,15641,@149829 is good also!
2243,15652,@187422 was also hilarious.
2244,15675,or @114513
2244,15680,@81792 is good.. have you seen @97413 that is funny also
2245,15684,@204331 was funny so was @114341
2246,15701,@82923 is also fantastic
2246,15715,@138482 my son is really into right now
2248,15767,@204478 was funny as well.  Wahlberg and Ferral are great together.
2252,15795,@178502 and @155645 were both very good.
2252,15802,@141928 is one of my favorite movies
2252,15832,@188779  is hilarious if you haven't seen that yet
2253,15828,@107407 and @78445 are both similar.
2255,15816,@161723 u saw?
2257,15860,@78340
2258,15876,@178950 is similarly based on a real story.
2258,15891,@82419 is another one I liked.
2262,15957,@80918 is pretty good too.
2265,15975,@177160  was good
2265,15977,@181715 was good as well
2267,16046,@77066 is a great thriller also.
2268,16019,Or @187028
2268,16036,"@187879, this ones a classic."
2268,16068,@107175
2269,16048,@127115  was another one loved it
2270,16045,or @122385
2271,16105,@112719 is similar but I haven't seen it yet. Have you?
2271,16113,@139048
2272,16104,@94056 was a great movie!
2279,16210,@170119
2279,16231,@162882 aother great one
2285,16323,@181327 was cheesy
2285,16328,"@114502 is pretty good, it's a deaf girl being stalked in a house in the middle of nowhere by some psychopath"
2287,16307,@150957
2287,16333,@161723 was better though.
2287,16346,@77983
2290,16383,@147934
2290,16398,@99276 was the best
2290,16400,@170376 is really great I loved it!
2293,16457,or @90766
2293,16467,@143062
2293,16486,@111918 is one of my favorite movies
2294,16455,or @90253
2294,16465,@181301 is about a guy that has to go back to school to get his inheritance.
2297,16503,@114341 is amusing as well. It'll remind you that winter will end soon!
2298,16506,@185171
2298,16540,@141101
2298,16542,@180527
2299,16526,@194237
2299,16529,@178984
2303,16589,or @199831
2303,16590,@199831 is another one u saw this
2305,16651,@106233
2306,16647,@79968 was the last one i've seen like that
2308,16687,Or @175843
2308,16732,@168727 is a great movie as well
2313,16713,@141732
2317,16795,@167508 is an interesting movie as well.
2319,16873,@170722
2321,16869,"@182709, @203424  and @115463 are some very good thriller movies."
2321,16874,@201085 is trippy movie u might enjoy it
2321,16885,@184069
2321,16889,@184069
2322,16875,@160165 is a great family movie you might like! Have you seen it?
2324,16939,@184418
2324,16943,@178984
2326,16992,or @134101
2327,17006,@124142 is a great holiday movie.  One of my favorites
2328,17027,@167698 is great!
2330,17059,"@127919 was cute, too."
2331,17077,@111918 is one of my favorite comedies of all time
2332,17088,@197200 is another classic of mine.
2333,17090,@198004 with audrey hepburn
2333,17092,or @153858
2333,17111,or @120003
2336,17197,"@182522 was pretty decent, my family liked it ok"
2336,17211,@81792 is better
2339,17195,@175969 is very good as well.
2339,17229,@104249 is a great spy movie
2340,17254,"@100271 I recently saw that one in theaters with the writer and director Greta Gerwig, which is up for many awards, was hilarious"
2340,17264,list*
2342,17265,@131244 was funny too
2346,17325,@82321 is a great classic.
2346,17328,@146771  is pretty good as well.
2346,17339,@156059 and @148968 are classic as well
2347,17340,or @166670
2350,17409,or @173575
2351,17429,@88751
2351,17443,@79968
2352,17434,"@153101 ? Stay Gold, Pony boy!"
2352,17445,"@79543 is cute, too!"
2353,17438,@186744 is good
2357,17532,@194035 is interesting in that style as well.
2357,17550,@138071 was another one.
2362,17573,"@98433, @161313, and @114759 are some of my favorites"
2362,17584,@170277 and @173362 are also great classics!
2362,17606,@101794 and @105068 are some more from around thne.
2365,17629,from @138269
2368,17659,"@175096 is a timeless classic, have you seen it?"
2368,17670,@147669 is a little newer but it's a great drama of the late 90's.
2368,17693,@104177 is a underrated film but it delivered a good drama story line. Have you seen it?
2369,17654,@140066  and @152847 are some of my favorite movies
2369,17655,@80685 is good. So is @97982
2369,17672,@198472 is an oldie but goodie.
2370,17682,or @114129
2371,17725,Or @203424
2371,17730,@83766 is okay.
2373,17736,or @153101
2373,17753,@154390 is the all time saddest movie.
2374,17762,@174719 was pretty suspenseful
2377,17824,"Oh, @171552 ! I've never seen it. I may check that out myself."
2381,17878,@156293 is another that I enjoyed.
2382,17875,@84273  Express is a funny buddy comedy that has a bit more action in it.
2384,17922,or @183056
2388,17986,or @204478
2389,18013,@204604 is also a really good movie that just came out on Netflix
2389,18016,"@189074 has Channing Tatum, Adam Driver, Daniel Craig and a bunch of other big actors in it"
2389,18023,"@195979 is out now too, that one is really good"
2390,18038,@154360  is a great movie kind of in the vein of bad boys
2395,18095,@122174  is one of the greatest &quot;super hero&quot; movies of all time lol
2396,18114,@204292 is becoming more popular. It's great you can share it with the family.
2398,18136,@119326 and all those
2403,18176,@204331 is a funny movie with Jada Pinkett Smith.  If you're looking for a dramedy than @100271 is a funny one
2404,18187,from @161313
2405,18220,"@101334 has some scary scenes, and is a mystery."
2406,18235,@190085 is the first recommendation that comes to mind for me
2406,18239,@104180 if you dont mind the singing is not too shabby
2412,18377,@195979 is a good movie also if you like action/comedy type movies
2412,18394,@188779 is a good movie also its not really romantic but its a couples comedy
2413,18347,@177160
2413,18359,@103739
2414,18366,@178984
2414,18381,or @160919
2414,18384,or @191947
2420,18440,@168467 is one of my favorite movies with Ashley Judd. I have seen that one with Leonardo it was pretty good. I have seen the second one as well with Brad Pitt
2421,18452,@184418 is also very popular right now. I've heard a lot about it.
2422,18481,@195979
2423,18511,@136632 was really  good as well.
2424,18506,@92374 is a good one
2424,18512,@196478
2426,18533,Or @170277
2427,18538,@123392 was a scary movie with Teresa Palmer which was pretty good
2429,18572,@170119 was creepy...have you seen it?
2429,18583,@Fight club was good!
2432,18642,@119090 is one of my favorite
2446,18871,@184418 is one of the best movies offered in 2017.
2446,18873,@163152 is a great movie too.
2446,18881,@146771  is a high rated over looked choice as well.
2449,18921,Suspense hm
2449,18935,@114502 is good too
2449,18952,@112719 is good though
2453,18986,@194237
2453,19004,@89668 is one I enjoyed.
2455,19018,@177160 was really good.
2457,19042,@Grandmas Boy
2459,19048,@124142 is one of my favorite movies to watch!
2459,19056,@177276 was good and silly. Have you seen it.
2462,19076,@182709 is a great thriller with Brad Pitt
2464,19096,@148505
2465,19109,@116976
2465,19114,@152847
2467,19152,@78418
2467,19168,@168039
2467,19171,@177160
2471,19212,Or @193179
2471,19214,@144550 is another good spy movie.
2471,19221,Or @171468
2471,19224,@198355
2472,19262,@130057 is another comedy/ horror movie you might like since it's similar to the ones listed above.
2473,19239,@163152 and @114502  are two of my favorites.
2473,19241,@94056 and @Vertigo are two timeless classics
2482,19365,Or @82602
2483,19379,or @203424
2484,19375,@85036 is a popular one too.
2485,19400,Or @126916
2485,19436,@187028 is a new one you may like.
2487,19435,or @77066
2487,19444,@79968  is by the same director of @197111
2487,19453,@77066  is about a murderer with multiple personalities as well
2489,19476,@137537 is a similar movie and just as good!
2489,19490,@106388 is an incredible film
2490,19484,@125213 is an older one like @181299
2492,19524,yesss @122278
2492,19534,@132885  is amazing also
2493,19535,@83552
2496,19579,@204331 might be something you're interested in.
2496,19581,@84798 and @91916 are some classics.
2496,19583,@152913 got some really good reviews from what I've heard.
2496,19589,@191932 and @132725 as some of my favorite movie with her.
2498,19609,"@83552 the new one is not too bad. Not as good as the original, of course..."
2500,19635,@170376 is a great choice
2500,19645,@155969 and @197213 are good choices too.
2503,19704,@188779 is good too
2506,19740,@119144 is kind of a flash back type film
2506,19762,@183706 was another good time travel movie.
2509,19792,@88141
2509,19800,@89306 is one of my favorite war films
2509,19803,@180728
2512,19884,@117122
2512,19889,@122837
2512,19898,@92826
2513,19912,Or @167208
2513,19914,@82602 a classic
2515,19970,@134697 sounds good
2516,19949,@77376 is another of my favorite all time war movies
2516,19957,@195126 is a classic war movie
2517,19978,@139048 was pretty good
2517,19984,@82284 is a fantastic murder mystery
2517,19988,@79968 was not too bad either
2518,19998,@146012  is a good one
2520,20015,@161983 is another classic for family
2623,20260,@136632 (2017) I believe.
2624,20048,@185671 is that a coming of age movie?
2624,20061,"@161817 is a great dystopian flick, and it is British"
2624,20070,@127115 is a really funny movie
2624,20110,@Brooklyn
2624,20113,@114633
2625,20062,@149720
2635,20242,@182709 was also very good
2635,20247,@155218 was my favorite
2646,20386,@84273  is a great one
2647,20405,and yes that is a Christmas movie lol
2652,20522,@114513 was another good flick and it had Johnny Depp in it also.
2653,20566,@77161 is definitely one of my favorites. take care as well!
2656,20577,@147934 ?
2659,20570,@96281 looks good.
2659,20592,@181715 was great. I liked the moodiness of it.
2659,20614,@148904 was good but the second one was not
2660,20601,@122837 is also a great one!
2660,20609,@79543 is good if you like animals. It's funny also.
2660,20625,@133273 is good if you like movies about sports.
2662,20618,@174475 was classic!  @158208 was a big disappointment though
2662,20684,@181301 is a classic as well!
2675,20796,@184418 was a good one
2675,20802,@184418 was good!
2682,20871,@111540 is on my list also.
2683,20899,@152474 is really good
2685,20915,@106233 is a good one
2685,20922,@124408
2685,20932,@86152 is great too!
2685,20949,@yoursminesandours
2685,20953,@116903 ? Oh I haven't seen that one. We'll look it up!
2689,20982,@197200 and @182622 were some of my favorite comedies as a kid
2701,21127,or @161607
2701,21130,or @111262
2701,21133,or @115155
2701,21134,or @115155
2701,21141,@75815
2704,21217,@147826 soooo long
2710,21373,@141101
2710,21376,@114231
2711,21352,@161723
2711,21357,@149720
2711,21358,@161723 was great and @177979 was even better.
2711,21359,@190285
2713,21396,@191947  is good too
2713,21406,@143583 with Val is on one of the movie channels this month. It was funny.
2713,21408,@160919
2714,21441,@202190 is one of my favorites
2717,21460,@80067 with Tom Hanks was a good one.
2717,21480,@182731 will go on my list and a good list it is. Thanks for the movie talk.
2718,21506,@159244  with shirley temple is a great one i love
2719,21496,or @131244
2719,21498,@168289 is soo funny
2720,21507,@79968 was good if you like thriller with a little horror!
2724,21556,@111429 is out?
2726,21579,@184464
2726,21581,@120896 was another I like
2733,21610,@154844  and @182674 are great suggestions!
2736,21646,Or @90253
2737,21631,@79206
2738,21670,@88141 is a good one
2738,21672,Or @190285
2738,21675,@129433 is an intense movie as well
2739,21683,@141101
2739,21697,@135571
2739,21698,@170419 ?
2743,21711,@Toy story was a great movie. That's a good suggestion
2746,21719,@187028 was cool to watch
2747,21728,@132728 is a great classic movie. I also always loved @187205
2747,21731,@118353  is really great too I think
2747,21736,@201259  is a perfect one for tonight thank you!
2748,21742,@157454 is a great action movie
2748,21746,@202434 is a good one too
2749,21768,@160772  thats an animated one so not scary at all
2750,21763,Any suggestions?
2750,21767,have you seen @204419 yet?
2751,21787,@85036 also had rather unique fight scenes. Although I really wasn't much of a fan of that series.
2753,21802,@192815 is a good one
2755,21823,"@114341 It was good, I think it depends on what you are looking for."
2764,21874,@150941 has been on my list for a few years now.
2766,21930,@154844 gets me like as well
2766,21941,@154844 was great and it's sequel @162647
2769,21905,HELO
2770,21922,@144811 is also really good!
2770,21935,@78418 is also one of my favorites.
2770,21940,@197287 I found to be extremely action packed if you're looking.
2771,21955,@97219 is really good also.
2771,21962,@181609  was a good one also.
2771,21977,@175096 may be similar for you.
2772,22014,@140066 was another funny movie with Melissa McCarthy
2772,22034,"@199038 is my favorite, but I do really like her in @148505"
2772,22043,"@100723 was long, but I did like it"
2778,22095,@107174  is a funny one
2778,22100,@168289 is good too
2779,22071,the notebook is really good I would say @86940  is a great one too
2782,22135,@90950 is one of my favorites.
2784,22192,@202418 always makes me cry even though i know what's going to happen
2785,22189,@144779 just recently came out but I haven't seen this one yet. Have you?
2787,22248,@204727
2788,22225,@170277 is one of my favorites of all time
2788,22234,@187141 is one of his latest movies. Did you like that one?
2791,22309,@78340 had action and it was also funny too.
2792,22328,@204644
2792,22334,@86428 I think you might like.
2793,22337,@204455 was hilarious!
2797,22371,@161723 is another good one
